Reference,Person,Register,Variety,Referentiality
overt,3,S1B,SING,referential
overt,3,S1B,SING,referential
overt,3,S1B,SING,referential
overt,3,S1B,SING,referential
overt,it,S1B,SING,non-referential
overt,3,S1B,SING,referential
overt,3,S1B,SING,referential
overt,3,S1B,SING,referential
overt,3,S1B,SING,referential
overt,3,S1B,SING,referential
overt,3,S1B,SING,referential
overt,3,S1B,SING,referential
overt,3,S1B,SING,referential
overt,3,S1B,SING,referential
overt,3,S1B,SING,referential
overt,3,S1B,SING,referential
overt,3,S1B,SING,referential
overt,3,S1B,SING,referential
overt,it,S1B,SING,non-referential
overt,3,S1B,SING,referential
overt,3,S1B,SING,referential
overt,3,S1B,SING,referential
overt,3,S1B,SING,referential
overt,3,S1B,SING,referential
overt,3,S1B,SING,referential
overt,3,S1B,SING,referential
overt,3,S1B,SING,referential
overt,3,S1B,SING,referential
overt,3,S1B,SING,referential
overt,3,S1B,SING,referential
overt,3,S1B,SING,referential
overt,3,S1B,SING,referential
overt,3,S1B,SING,referential
overt,3,S1B,SING,referential
overt,3,S1B,SING,referential
overt,it,S1B,SING,non-referential
overt,3,S1B,SING,referential
overt,it,S1B,SING,non-referential
overt,it,S1B,SING,non-referential
overt,3,S1B,SING,referential
overt,3,S1B,SING,referential
overt,3,S1B,SING,referential
overt,3,S1B,SING,referential
overt,3,S1B,SING,referential
overt,3,S1B,SING,referential
overt,3,S1B,SING,referential
overt,it,S1B,SING,non-referential
overt,3,S1B,SING,referential
overt,it,S1B,SING,non-referential
overt,it,S1B,SING,non-referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,2,S1B,SING,referential
overt,there,S1B,SING,non-referential
overt,there,S1B,SING,non-referential
overt,there,S1B,SING,non-referential
overt,there,S1B,SING,non-referential
overt,there,S1B,SING,non-referential
overt,there,S1B,SING,non-referential
overt,there,S1B,SING,non-referential
overt,there,S1B,SING,non-referential
overt,there,S1B,SING,non-referential
overt,there,S1B,SING,non-referential
overt,there,S1B,SING,non-referential
overt,there,S1B,SING,non-referential
overt,there,S1B,SING,non-referential
overt,there,S1B,SING,non-referential
overt,there,S1B,SING,non-referential
overt,there,S1B,SING,non-referential
overt,there,S1B,SING,non-referential
overt,there,S1B,SING,non-referential
overt,there,S1B,SING,non-referential
overt,there,S1B,SING,non-referential
overt,there,S1B,SING,non-referential
overt,there,S1B,SING,non-referential
overt,there,S1B,SING,non-referential
overt,there,S1B,SING,non-referential
overt,there,S1B,SING,non-referential
overt,there,S1B,SING,non-referential
overt,there,S1B,SING,non-referential
overt,there,S1B,SING,non-referential
overt,there,S1B,SING,non-referential
overt,there,S1B,SING,non-referential
overt,there,S1B,SING,non-referential
overt,there,S1B,SING,non-referential
overt,there,S1B,SING,non-referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,1,S1A,HK,referential
overt,3,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,3,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,1,S1A,HK,referential
overt,3,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,3,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,3,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,1,S1A,HK,referential
overt,3,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,3,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,3,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,3,S1A,HK,referential
overt,1,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,3,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,3,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,3,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,3,S1A,HK,referential
overt,1,S1A,HK,referential
overt,3,S1A,HK,referential
overt,1,S1A,HK,referential
overt,3,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,3,S1A,HK,referential
overt,1,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,3,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,3,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,3,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,3,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,3,S1A,HK,referential
overt,3,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,3,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
overt,1,S1A,HK,referential
